レースID(新),レース名,発走時刻,年限定,芝ダ,距離,枠番,馬番,馬記号,馬名,性,齢,騎手,斤量,キャリア(当時/取消等含),マイニング値,マイニング順位,対戦型マイニング値,対戦型マイニング順位,ﾏｲ差,Tﾏ差,指数1,指数2,指数3,指数4,単オッズ,クラス,Ｒ,競走種別C,競走記号コード,着,血統登録番号
202608150101071104,報知杯Ｈ･3勝,15:35,３歳以上,ダ,1700,3,4,, ノーブルスカイ,牡,5,吉田隼人, 54 ,20,107.56,13,35.5,12, 2.23,43.7,,,,,16.6,3勝,11,13,A03,,2021102256
202608150101071105,報知杯Ｈ･3勝,15:35,３歳以上,ダ,1700,4,5,, ゲキザル,牡,7,小林脩斗, 55 ,55,106.59,8,39.5,9, 1.26,39.7,,,,,6.6,3勝,11,13,A03,,2019102102
202608150101071106,報知杯Ｈ･3勝,15:35,３歳以上,ダ,1700,4,6,, レーウィン,セ,5,長浜鴻緒, 55 ,18,106.04,3,37.4,11, 0.71,41.8,,,,,25.4,3勝,11,13,A03,,2021100734
202608150101071107,報知杯Ｈ･3勝,15:35,３歳以上,ダ,1700,5,7,, セボンサデッセ,牡,4,菱田裕二, 56 ,11,106.53,7,79.2,1, 1.20,-11.5,,,,,5.0,3勝,11,13,A03,,2022104903
202608150101071108,報知杯Ｈ･3勝,15:35,３歳以上,ダ,1700,5,8,, トルショー,牡,4,黛弘人, 54 ,15,107.60,14,37.8,10, 2.27,41.4,,,,,19.7,3勝,11,13,A03,,2022103766
202608150101071109,報知杯Ｈ･3勝,15:35,３歳以上,ダ,1700,6,9,, キュールエフウジン,牡,7,斎藤新, 53 ,32,107.28,12,23.3,14, 1.95,55.9,,,,,35.3,3勝,11,13,A03,,2019102983
202608150101071110,報知杯Ｈ･3勝,15:35,３歳以上,ダ,1700,6,10,, モズカトレア,牝,4,小林美駒, 52 ,9,106.96,10,25.5,13, 1.63,53.7,,,,,13.4,3勝,11,13,A03,,2022102123
202608150101071111,報知杯Ｈ･3勝,15:35,３歳以上,ダ,1700,7,11,, アイウィル,牡,5,北村友一, 56 ,22,105.33,1,67.2,3,-0.31,12.0,,,,,5.1,3勝,11,13,A03,,2021103502
202608150101071112,報知杯Ｈ･3勝,15:35,３歳以上,ダ,1700,7,12,(外),$アスクケンタッキー,牡,3,小沢大仁, 53 ,7,107.18,11,54.7,7, 1.85,24.5,,,,,19.0,3勝,11,13,A03,,2023110100
202608150101071113,報知杯Ｈ･3勝,15:35,３歳以上,ダ,1700,8,13,, ロードブレイズ,牡,5,横山和生, 55 ,18,105.64,2,45.7,8, 0.31,33.5,,,,,13.1,3勝,11,13,A03,,2021100162
202608150101071114,報知杯Ｈ･3勝,15:35,３歳以上,ダ,1700,8,14,, スマートカイロス,牡,4,古川奈穂, 55 ,13,106.70,9,63.0,5, 1.37,16.2,,,,,14.8,3勝,11,13,A03,,2022102735
202608150101071201,積丹特別･1勝,16:15,３歳以上,芝,2600,1,1,, ジャストビート,牝,3,斎藤新, 53 ,10,162.48,3,47.5,7, 2.23,24.4,,,,,17.0,1勝,12,13,004,,2023101090
202608150101071202,積丹特別･1勝,16:15,３歳以上,芝,2600,2,2,, テイクザクラウン,牡,5,川又賢治, 58 ,25,162.55,5,56.6,6, 2.30,15.3,,,,,33.3,1勝,12,13,004,,2021102379
202608150101071203,積丹特別･1勝,16:15,３歳以上,芝,2600,3,3,, ジーティートシオー,牡,4,菊沢一樹, 58 ,15,163.34,12,26.7,14, 3.09,45.2,,,,,41.1,1勝,12,13,004,,2022104661
202608150101071204,積丹特別･1勝,16:15,３歳以上,芝,2600,3,4,, ペリプルス,牡,6,舟山瑠泉, 58 ,47,163.18,8,42.3,9, 2.93,29.6,,,,,22.5,1勝,12,13,004,,2020105796
202608150101071205,積丹特別･1勝,16:15,３歳以上,芝,2600,4,5,, タケルフォーカス,牡,3,古川吉洋, 55 ,8,163.46,13,70.7,2, 3.21, 1.2,,,,,9.7,1勝,12,13,004,,2023106077
202608150101071206,積丹特別･1勝,16:15,３歳以上,芝,2600,4,6,, ブレイジングスター,牡,4,和田陽希, 58 ,21,163.29,10,32.3,12, 3.04,39.6,,,,,48.9,1勝,12,13,004,,2022103644
202608150101071207,積丹特別･1勝,16:15,３歳以上,芝,2600,5,7,, ミッドタウンナイト,牝,4,荻野琢真, 56 ,10,162.38,2,45.1,8, 2.13,26.8,,,,,28.5,1勝,12,13,004,,2022105529
202608150101071208,積丹特別･1勝,16:15,３歳以上,芝,2600,5,8,, バルドル,牡,3,横山和生, 55 ,4,163.30,11,65.7,4, 3.05, 6.2,,,,,12.4,1勝,12,13,004,,2023104920
202608150101071209,積丹特別･1勝,16:15,３歳以上,芝,2600,6,9,, ミッキーファルコン,牡,3,浜中俊, 55 ,3,160.25,1,71.9,1,-2.13,-1.2,,,,,2.5,1勝,12,13,004,,2023107259
202608150101071210,積丹特別･1勝,16:15,３歳以上,芝,2600,6,10,, オブラプリーマ,牝,3,北村友一, 53 ,6,162.67,6,61.6,5, 2.42,10.3,,,,,14.4,1勝,12,13,004,,2023100237
202608150101071211,積丹特別･1勝,16:15,３歳以上,芝,2600,7,11,, サイモンイロハニー,牝,4,小沢大仁, 56 ,20,163.19,9,38.4,11, 2.94,33.5,,,,,32.0,1勝,12,13,004,,2022104164
202608150101071212,積丹特別･1勝,16:15,３歳以上,芝,2600,7,12,, アーレムアレス,牡,3,菱田裕二, 55 ,8,162.50,4,69.7,3, 2.25, 2.2,,,,,3.1,1勝,12,13,004,,2023105223
202608150101071213,積丹特別･1勝,16:15,３歳以上,芝,2600,8,13,, シャインフリーリー,牡,4,黛弘人, 58 ,18,163.56,14,30.6,13, 3.31,41.3,,,,,43.4,1勝,12,13,004,,2022101495
202608150101071214,積丹特別･1勝,16:15,３歳以上,芝,2600,8,14,, シャインバオバブ,牡,4,池添謙一, 58 ,28,163.03,7,40.2,10, 2.78,31.7,,,,,46.8,1勝,12,13,004,,2022106180
202608150402070101,未勝利*,09:40,２歳,芝,1800,1,1,(外),$ミライノシャチョウ,牝,2,丸山元気, 55 ,1,109.22,8,49.4,5, 0.96,21.9,,,,,12.5,未勝利,1,11,A03,,2024108324
202608150402070102,未勝利*,09:40,２歳,芝,1800,2,2,, ムーチョピカンテ,牡,2,江田照男, 55 ,1,109.56,9,24.4,9, 1.30,46.9,,,,,106.3,未勝利,1,11,A03,,2024102839
202608150402070103,未勝利*,09:40,２歳,芝,1800,3,3,, フルーツバスケット,牡,2,川田将雅, 55 ,2,108.68,3,71.3,1, 0.42,-5.3,,,,,3.0,未勝利,1,11,A03,,2024104561
202608150402070104,未勝利*,09:40,２歳,芝,1800,4,4,, コナパームス,牡,2,戸崎圭太, 55 ,1,108.26,1,66.0,2,-0.41, 5.3,,,,,3.7,未勝利,1,11,A03,,2024106309
202608150402070105,未勝利*,09:40,２歳,芝,1800,5,5,, スターマイン,牝,2,岩田康誠, 55 ,1,109.13,6,52.5,4, 0.87,18.8,,,,,60.6,未勝利,1,11,A03,,2024104692
202608150402070106,未勝利*,09:40,２歳,芝,1800,6,6,, シュートザワークス,牡,2,津村明秀, 55 ,1,108.67,2,58.4,3, 0.41,12.9,,,,,6.4,未勝利,1,11,A03,,2024107076
202608150402070107,未勝利*,09:40,２歳,芝,1800,7,7,, オーラムミーティア,牡,2,松岡正海, 55 ,1,108.70,4,39.3,8, 0.44,32.0,,,,,46.0,未勝利,1,11,A03,,2024107030
202608150402070108,未勝利*,09:40,２歳,芝,1800,8,8,, マルガリート,牝,2,小崎綾也, 55 ,2,109.17,7,40.5,7, 0.91,30.8,,,,,36.1,未勝利,1,11,A03,,2024105550
202608150402070109,未勝利*,09:40,２歳,芝,1800,8,9,, ドミナートル,牡,2,原優介, 55 ,1,108.95,5,47.8,6, 0.69,23.5,,,,,2.9,未勝利,1,11,A03,,2024102244
202608150402070201,新馬・牝,10:10,２歳,芝,1400,1,1,, カナデルペガサス,牝,2,今村聖奈,53◇,0,82.94,9,51.8,6, 0.58,15.5,,,,,9.5,新馬,2,11,023,,2024101108
202608150402070202,新馬・牝,10:10,２歳,芝,1400,2,2,, エコロブラン,牝,2,津村明秀, 55 ,0,82.56,2,67.2,2, 0.20, 0.1,,,,,11.3,新馬,2,11,023,,2024105831
202608150402070203,新馬・牝,10:10,２歳,芝,1400,2,3,, ディーヴァソラーレ,牝,2,木幡巧也, 55 ,0,82.72,3,58.1,4, 0.36, 9.2,,,,,11.3,新馬,2,11,023,,2024106776
202608150402070204,新馬・牝,10:10,２歳,芝,1400,3,4,, スナッチアップ,牝,2,杉原誠人, 55 ,0,82.90,8,52.7,5, 0.54,14.6,,,,,3.5,新馬,2,11,023,,2024107017
202608150402070205,新馬・牝,10:10,２歳,芝,1400,3,5,, コスモベスケーデン,牝,2,石神深道,53△,0,82.81,5,60.3,3, 0.45, 7.0,,,,,3.7,新馬,2,11,023,,2024103600
202608150402070206,新馬・牝,10:10,２歳,芝,1400,4,6,, マリノミステリアス,牝,2,小崎綾也, 55 ,0,83.02,11,44.9,9, 0.66,22.4,,,,,41.9,新馬,2,11,023,,2024100287
202608150402070207,新馬・牝,10:10,２歳,芝,1400,4,7,, オモチ,牝,2,丸田恭介, 55 ,0,83.22,14,41.8,11, 0.86,25.5,,,,,18.1,新馬,2,11,023,,2024103660
202608150402070208,新馬・牝,10:10,２歳,芝,1400,5,8,, マムダッドベル,牝,2,柴田大知, 55 ,0,83.10,13,41.5,13, 0.74,25.8,,,,,51.2,新馬,2,11,023,,2024105177
202608150402070209,新馬・牝,10:10,２歳,芝,1400,5,9,, テリオスブギ,牝,2,戸崎圭太, 55 ,0,82.36,1,67.3,1,-0.20,-0.1,,,,,9.8,新馬,2,11,023,,2024106551
202608150402070210,新馬・牝,10:10,２歳,芝,1400,6,10,, アルデラッシュ,牝,2,丸山元気, 55 ,0,82.86,7,49.8,8, 0.50,17.5,,,,,16.0,新馬,2,11,023,,2024106007
202608150402070211,新馬・牝,10:10,２歳,芝,1400,6,11,, アンナモエ,牝,2,石田拓郎,52▲,0,83.26,15,38.5,15, 0.90,28.8,,,,,87.2,新馬,2,11,023,,2024105666
202608150402070212,新馬・牝,10:10,２歳,芝,1400,7,12,, ウキ,牝,2,原優介, 55 ,0,82.98,10,50.2,7, 0.62,17.1,,,,,45.4,新馬,2,11,023,,2024102743
202608150402070213,新馬・牝,10:10,２歳,芝,1400,7,13,, ラインディーバ,牝,2,武藤雅, 55 ,0,82.85,6,42.4,10, 0.49,24.9,,,,,43.6,新馬,2,11,023,,2024100942
202608150402070214,新馬・牝,10:10,２歳,芝,1400,8,14,, ジーティーマルク,牝,2,三浦皇成, 55 ,0,82.78,4,41.6,12, 0.42,25.7,,,,,10.1,新馬,2,11,023,,2024108000
202608150402070215,新馬・牝,10:10,２歳,芝,1400,8,15,, ハチキンキリシマ,牝,2,佐藤翔馬,52▲,0,83.08,12,41.1,14, 0.72,26.2,,,,,101.1,新馬,2,11,023,,2024103969
202608150402070301,新馬,10:40,２歳,芝,1800,1,1,, ルークスイテルム,牡,2,丸山元気, 55 ,0,109.85,5,47.8,7, 0.41,17.4,,,,,101.3,新馬,3,11,A03,,2024104167
202608150402070302,新馬,10:40,２歳,芝,1800,2,2,, リボンロード,牡,2,川田将雅, 55 ,0,109.44,1,65.2,1,-0.26,-2.6,,,,,1.2,新馬,3,11,A03,,2024107154
202608150402070303,新馬,10:40,２歳,芝,1800,3,3,, ケイジャーダ,牝,2,石橋脩, 55 ,0,110.14,8,43.0,9, 0.70,22.2,,,,,137.2,新馬,3,11,A03,,2024103607
202608150402070304,新馬,10:40,２歳,芝,1800,4,4,, モナークスヴァラー,牡,2,木幡巧也, 55 ,0,109.88,6,44.9,8, 0.44,20.3,,,,,10.9,新馬,3,11,A03,,2024105883
202608150402070305,新馬,10:40,２歳,芝,1800,5,5,, ルバート,牡,2,岩田康誠, 55 ,0,110.36,11,54.7,4, 0.92,10.5,,,,,30.7,新馬,3,11,A03,,2024107023
202608150402070306,新馬,10:40,２歳,芝,1800,5,6,, フォクセン,牡,2,武藤雅, 55 ,0,110.49,12,49.7,6, 1.05,15.5,,,,,66.4,新馬,3,11,A03,,2024106388
202608150402070307,新馬,10:40,２歳,芝,1800,6,7,, ケブラダラボジェラ,牝,2,松岡正海, 55 ,0,109.94,7,37.9,11, 0.50,27.3,,,,,61.0,新馬,3,11,A03,,2024103613
202608150402070308,新馬,10:40,２歳,芝,1800,6,8,, リバーススイープ,牡,2,戸崎圭太, 55 ,0,109.70,2,62.6,2, 0.26, 2.6,,,,,14.4,新馬,3,11,A03,,2024107067
202608150402070309,新馬,10:40,２歳,芝,1800,7,9,, コウサイリクリ,牝,2,柴田大知, 55 ,0,110.17,9,37.9,11, 0.73,27.3,,,,,21.7,新馬,3,11,A03,,2024102469
202608150402070310,新馬,10:40,２歳,芝,1800,7,10,, ピコベリー,牝,2,津村明秀, 55 ,0,109.84,4,61.9,3, 0.40, 3.3,,,,,7.4,新馬,3,11,A03,,2024100713
202608150402070311,新馬,10:40,２歳,芝,1800,8,11,, キョウエイシャトル,牡,2,原優介, 55 ,0,110.28,10,42.0,10, 0.84,23.2,,,,,88.6,新馬,3,11,A03,,2024101173
202608150402070312,新馬,10:40,２歳,芝,1800,8,12,, イカルステソーロ,牡,2,石川裕紀, 55 ,0,109.80,3,51.8,5, 0.36,13.4,,,,,44.9,新馬,3,11,A03,,2024101291
202608150402070401,未勝利,11:10,３歳,ダ,1200,1,1,, カフェプラウド,牡,3,水沼元輝,54▲,2,73.57,10,35.0,12, 1.06,49.4,,,,,68.0,未勝利,4,12,003,,2023102246
202608150402070402,未勝利,11:10,３歳,ダ,1200,2,2,, ホットジュピター,牝,3,丸田恭介, 55 ,2,73.78,13,40.6,8, 1.27,43.8,,,,,46.7,未勝利,4,12,003,,2023101396
202608150402070403,未勝利,11:10,３歳,ダ,1200,2,3,, モーニンムスメ,牝,3,今村聖奈,53◇,2,74.35,15,12.8,15, 1.84,71.6,,,,,22.9,未勝利,4,12,003,,2023104693
202608150402070404,未勝利,11:10,３歳,ダ,1200,3,4,, スマートレイナ,牝,3,川田将雅, 55 ,1,73.42,6,64.8,4, 0.91,19.6,,,,,7.5,未勝利,4,12,003,,2023106000
202608150402070405,未勝利,11:10,３歳,ダ,1200,3,5,, イナンナ,牝,3,上里直汰,52▲,1,73.51,9,34.5,13, 1.00,49.9,,,,,81.8,未勝利,4,12,003,,2023102211
202608150402070406,未勝利,11:10,３歳,ダ,1200,4,6,, ワンダーバリエンス,牝,3,柴田大知, 55 ,5,73.50,8,37.3,11, 0.99,47.1,,,,,79.5,未勝利,4,12,003,,2023105196
202608150402070407,未勝利,11:10,３歳,ダ,1200,4,7,, ヴェントベローチェ,牡,3,三浦皇成, 57 ,6,73.10,5,63.8,6, 0.59,20.6,,,,,7.9,未勝利,4,12,003,,2023103133
202608150402070408,未勝利,11:10,３歳,ダ,1200,5,8,, ニンジャトットリ,牡,3,木幡育也, 57 ,12,72.65,2,83.5,2, 0.14, 0.9,,,,,3.9,未勝利,4,12,003,,2023106658
202608150402070409,未勝利,11:10,３歳,ダ,1200,5,9,, ハンナパール,牝,3,吉田豊, 55 ,5,72.69,3,75.7,3, 0.18, 8.7,,,,,8.2,未勝利,4,12,003,,2023100692
202608150402070410,未勝利,11:10,３歳,ダ,1200,6,10,, マジギレカレン,牝,3,佐藤翔馬,52▲,0,73.88,14,27.6,14, 1.37,56.8,,,,,37.8,未勝利,4,12,003,,2023101433
202608150402070411,未勝利,11:10,３歳,ダ,1200,6,11,, レオスキーム,牡,3,木幡巧也, 57 ,5,73.46,7,46.1,7, 0.95,38.3,,,,,90.5,未勝利,4,12,003,,2023104893
202608150402070412,未勝利,11:10,３歳,ダ,1200,7,12,, レイズレガシー,牡,3,田辺裕信, 57 ,7,72.51,1,84.4,1,-0.14,-0.9,,,,,3.8,未勝利,4,12,003,,2023102978
202608150402070413,未勝利,11:10,３歳,ダ,1200,7,13,, ユニオンジャック,牡,3,木幡初也, 57 ,1,73.58,11,40.2,9, 1.07,44.2,,,,,56.0,未勝利,4,12,003,,2023109078
202608150402070414,未勝利,11:10,３歳,ダ,1200,8,14,, バターショコラ,牝,3,岩田康誠, 55 ,4,73.68,12,38.3,10, 1.17,46.1,,,,,25.1,未勝利,4,12,003,,2023105240
202608150402070415,未勝利,11:10,３歳,ダ,1200,8,15,, ロンバスブレス,牝,3,石神深道,53△,4,72.89,4,64.5,5, 0.38,19.9,,,,,6.2,未勝利,4,12,003,,2023106053
202608150402070501,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,1,1,, スタートレイン,牝,3,木幡巧也, 53 ,6,81.51,11,37.0,15, 0.42,32.5,,,,,24.8,1勝,5,13,003,,2023103146
202608150402070502,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,1,2,, モティスフォント,牡,4,川田将雅, 58 ,9,81.44,9,55.6,8, 0.35,13.9,,,,,8.8,1勝,5,13,003,,2022104953
202608150402070503,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,2,3,(地), ココボロ,牝,5,今村聖奈,54◇,20,81.82,17,39.5,14, 0.73,30.0,,,,,37.1,1勝,5,13,003,,2021106419
202608150402070504,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,2,4,, ウフドゥウフ,牡,4,田辺裕信, 58 ,13,81.36,8,66.0,2, 0.27, 3.5,,,,,9.4,1勝,5,13,003,,2022105257
202608150402070505,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,3,5,, デスサイズ,牡,3,石川裕紀, 55 ,5,81.17,2,62.9,5, 0.08, 6.6,,,,,6.0,1勝,5,13,003,,2023101085
202608150402070506,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,3,6,, シュペルリング,牡,3,津村明秀, 55 ,5,81.09,1,58.8,7,-0.08,10.7,,,,,16.4,1勝,5,13,003,,2023104450
202608150402070507,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,4,7,, ミスターマーボー,牡,3,原優介, 55 ,11,81.29,4,63.8,4, 0.20, 5.7,,,,,13.6,1勝,5,13,003,,2023100831
202608150402070508,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,4,8,, ベレーバスク,牝,3,丸山元気, 53 ,7,81.52,12,42.1,13, 0.43,27.4,,,,,26.5,1勝,5,13,003,,2023106477
202608150402070509,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,5,9,, ポタリング,セ,4,武藤雅, 58 ,11,81.71,16,45.8,10, 0.62,23.7,,,,,61.6,1勝,5,13,003,,2022101191
202608150402070510,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,5,10,, ヤマメライズ,セ,3,野中悠太, 55 ,6,81.63,15,32.3,16, 0.54,37.2,,,,,50.7,1勝,5,13,003,,2023105128
202608150402070511,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,6,11,, デルマケセラセラ,牝,4,上里直汰,53▲,7,82.09,18,27.3,18, 1.00,42.2,,,,,98.4,1勝,5,13,003,,2022105477
202608150402070512,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,6,12,, シャオママル,牡,3,丸田恭介, 55 ,6,81.50,10,45.1,12, 0.41,24.4,,,,,10.7,1勝,5,13,003,,2023100776
202608150402070513,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,7,13,, ノーブルクロンヌ,牝,3,三浦皇成, 53 ,10,81.33,6,62.0,6, 0.24, 7.5,,,,,19.5,1勝,5,13,003,,2023103657
202608150402070514,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,7,14,, リーデレクオーレ,牝,3,柴田大知, 53 ,9,81.34,7,49.2,9, 0.25,20.3,,,,,32.3,1勝,5,13,003,,2023104425
202608150402070515,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,7,15,, グリオンヴール,牡,3,戸崎圭太, 55 ,4,81.18,3,69.5,1, 0.09,-3.5,,,,,3.6,1勝,5,13,003,,2023106883
202608150402070516,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,8,16,, エバーラスト,牡,3,石神深道,53△,4,81.30,5,45.8,10, 0.21,23.7,,,,,24.4,1勝,5,13,003,,2023104764
202608150402070517,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,8,17,, フェーダーローター,牝,3,石田拓郎,50▲,8,81.62,14,30.4,17, 0.53,39.1,,,,,53.4,1勝,5,13,003,,2023106484
202608150402070518,１勝ｸﾗｽ,11:40,３歳以上,芝,1400,8,18,, カシオペア,牡,4,石橋脩, 58 ,7,81.53,13,66.0,2, 0.44, 3.5,,,,,13.5,1勝,5,13,003,,2022106203
202608150402070601,阿賀野川･2勝,14:50,３歳以上,芝,2200,1,1,, ダノンピクチャー,牡,4,小崎綾也, 58 ,9,132.83,6,50.2,6, 1.00,24.2,,,,,42.5,2勝,6,13,A04,,2022104980
202608150402070602,阿賀野川･2勝,14:50,３歳以上,芝,2200,2,2,, プリズマジコ,牡,5,原優介, 58 ,19,133.30,13,44.8,9, 1.47,29.6,,,,,85.0,2勝,6,13,A04,,2021106077
202608150402070603,阿賀野川･2勝,14:50,３歳以上,芝,2200,3,3,, ゴールデンパゴーダ,牝,3,石川裕紀, 53 ,5,133.24,12,32.9,13, 1.41,41.5,,,,,70.0,2勝,6,13,A04,,2023101116
202608150402070604,阿賀野川･2勝,14:50,３歳以上,芝,2200,3,4,, ランツフート,牡,4,三浦皇成, 58 ,7,132.56,4,50.7,5, 0.73,23.7,,,,,59.5,2勝,6,13,A04,,2022105577
202608150402070605,阿賀野川･2勝,14:50,３歳以上,芝,2200,4,5,, ロードフィレール,牡,3,戸崎圭太, 55 ,5,131.83,1,73.1,2,-0.49, 1.3,,,,,3.7,2勝,6,13,A04,,2023105818
202608150402070606,阿賀野川･2勝,14:50,３歳以上,芝,2200,4,6,, ファーングロット,牡,4,岩田康誠, 58 ,5,132.32,2,66.1,3, 0.49, 8.3,,,,,11.3,2勝,6,13,A04,,2022105280
202608150402070607,阿賀野川･2勝,14:50,３歳以上,芝,2200,5,7,, サミダレナイツ,牡,4,田辺裕信, 58 ,16,132.60,5,50.0,7, 0.77,24.4,,,,,31.3,2勝,6,13,A04,,2022101605
202608150402070608,阿賀野川･2勝,14:50,３歳以上,芝,2200,5,8,, ビップチェイス,牡,5,杉原誠人, 58 ,23,132.87,8,40.9,12, 1.04,33.5,,,,,48.9,2勝,6,13,A04,,2021105763
202608150402070609,阿賀野川･2勝,14:50,３歳以上,芝,2200,6,9,, キングズトゥルー,牡,4,丸田恭介, 58 ,15,132.91,9,59.2,4, 1.08,15.2,,,,,21.2,2勝,6,13,A04,,2022103510
202608150402070610,阿賀野川･2勝,14:50,３歳以上,芝,2200,6,10,(地), バンフィエルド,牡,7,柴田大知, 58 ,40,133.84,14,22.0,14, 2.01,52.4,,,,,153.7,2勝,6,13,A04,,2019104531
202608150402070611,阿賀野川･2勝,14:50,３歳以上,芝,2200,7,11,, オールマイデイズ,牡,6,丸山元気, 58 ,13,133.09,10,48.7,8, 1.26,25.7,,,,,21.5,2勝,6,13,A04,,2020103718
202608150402070612,阿賀野川･2勝,14:50,３歳以上,芝,2200,7,12,, ブラックオリンピア,牡,3,川田将雅, 55 ,5,132.39,3,74.4,1, 0.56,-1.3,,,,,1.5,2勝,6,13,A04,,2023107168
202608150402070613,阿賀野川･2勝,14:50,３歳以上,芝,2200,8,13,, パッションリッチ,牡,4,木幡巧也, 58 ,12,132.85,7,43.3,10, 1.02,31.1,,,,,41.9,2勝,6,13,A04,,2022105390
202608150402070614,阿賀野川･2勝,14:50,３歳以上,芝,2200,8,14,, ズイウンゴサイ,牡,5,石橋脩, 58 ,21,133.20,11,43.0,11, 1.37,31.4,,,,,96.2,2勝,6,13,A04,,2021100597
202608150402070701,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,1,1,(外),$アメリカンチケット,セ,5,小崎綾也, 58 ,14,71.39,9,57.2,7, 0.84,17.4,,,,,7.1,3勝,7,13,A04,,2021110122
202608150402070702,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,2,2,, クリノオリーブ,牝,5,岩田康誠, 56 ,25,71.35,8,59.4,4, 0.80,15.2,,,,,16.5,3勝,7,13,A04,,2021102259
202608150402070703,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,2,3,, ペレグリン,牝,5,今村聖奈, 56 ,28,71.46,12,36.5,12, 0.91,38.1,,,,,24.0,3勝,7,13,A04,,2021100906
202608150402070704,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,3,4,, ライトニングゼウス,牡,5,原優介, 58 ,18,71.44,11,57.5,6, 0.89,17.1,,,,,7.5,3勝,7,13,A04,,2021104058
202608150402070705,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,3,5,, ワークソング,牡,5,三浦皇成, 58 ,18,71.34,7,55.6,8, 0.79,19.0,,,,,10.3,3勝,7,13,A04,,2021102462
202608150402070706,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,4,6,, ハクサンアイリス,牡,4,丸山元気, 58 ,12,71.10,4,64.1,2, 0.55,10.5,,,,,6.5,3勝,7,13,A04,,2022100328
202608150402070707,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,4,7,, エンヤラヴフェイス,牡,5,川須栄彦, 58 ,24,71.06,3,58.7,5, 0.51,15.9,,,,,9.7,3勝,7,13,A04,,2021101737
202608150402070708,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,5,8,(地), スプランドゥール,牡,5,石神深道, 58 ,27,71.87,15,26.8,13, 1.32,47.8,,,,,39.0,3勝,7,13,A04,,2021100623
202608150402070709,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,5,9,, イノセントキャット,牝,5,田辺裕信, 56 ,12,71.22,6,46.0,11, 0.67,28.6,,,,,22.6,3勝,7,13,A04,,2021104745
202608150402070710,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,6,10,, フウセツ,牡,4,武藤雅, 58 ,14,71.41,10,50.2,10, 0.86,24.4,,,,,16.0,3勝,7,13,A04,,2022101626
202608150402070711,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,6,11,(地), ヴェロクオーレ,牝,5,石川裕紀, 56 ,15,71.14,5,54.8,9, 0.59,19.8,,,,,16.5,3勝,7,13,A04,,2021101397
202608150402070712,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,7,12,, ビバップ,牡,5,吉田豊, 58 ,18,71.64,14,20.7,15, 1.09,53.9,,,,,24.5,3勝,7,13,A04,,2021102700
202608150402070713,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,7,13,, スノーサイレンス,牝,4,戸崎圭太, 56 ,11,70.83,2,61.8,3, 0.28,12.8,,,,,9.3,3勝,7,13,A04,,2022101675
202608150402070714,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,8,14,, パラサイコロジー,牝,4,石田拓郎, 56 ,8,71.62,13,25.3,14, 1.07,49.3,,,,,18.9,3勝,7,13,A04,,2022104862
202608150402070715,上越Ｓ･3勝,15:25,３歳以上,ダ,1200,8,15,(外),$イリフィ,牝,4,川田将雅, 56 ,17,70.55,1,74.6,1,-0.28,-10.5,,,,,7.5,3勝,7,13,A04,,2022110077
202608150402070801,三国特別･1勝,16:05,３歳以上,ダ,1800,1,1,, プルメリアクヒオ,牡,5,石神深道, 58 ,17,114.66,9,51.1,7, 1.71,19.2,,,,,69.4,1勝,8,13,A04,,2021103208
202608150402070802,三国特別･1勝,16:05,３歳以上,ダ,1800,2,2,, インディヴァイン,牡,3,丸山元気, 55 ,3,113.52,3,62.2,4, 0.57, 8.1,,,,,7.2,1勝,8,13,A04,,2023107090
