レースID(新),レース名,年限定,芝ダ,距離,枠番,馬番,馬記号,馬名,性,齢,騎手,斤量,キャリア(当時/取消等含),マイニング値,マイニング順位,対戦型マイニング値,対戦型マイニング順位,ﾏｲ差,Tﾏ差,指数1,指数2,指数3,指数4,単オッズ,クラス,Ｒ,競走種別C,競走記号コード
202608090101061104,ＵＨＢ賞,３歳以上,芝,1200,2,4,, ステークホルダー,牡,6,川又賢治, 57 ,30,69.01,10,31.3,13, 0.34,41.7,,,,,135.3,ｵｰﾌﾟﾝ,11,13,N04
202608090101061105,ＵＨＢ賞,３歳以上,芝,1200,3,5,, ダノンマッキンリー,牡,5,池添謙一, 60 ,19,68.67,1,68.0,4,-0.14, 5.0,,,,,14.8,ｵｰﾌﾟﾝ,11,13,N04
202608090101061106,ＵＨＢ賞,３歳以上,芝,1200,3,6,(地), シンバーシア,牝,5,古川吉洋, 55 ,13,69.34,15,16.4,15, 0.67,56.6,,,,,23.5,ｵｰﾌﾟﾝ,11,13,N04
202608090101061107,ＵＨＢ賞,３歳以上,芝,1200,4,7,, ジョーメッドヴィン,牡,5,横山琉人, 58 ,32,68.83,3,57.6,6, 0.16,15.4,,,,,15.5,ｵｰﾌﾟﾝ,11,13,N04
202608090101061108,ＵＨＢ賞,３歳以上,芝,1200,4,8,, モズナナスター,牝,4,古川奈穂, 55 ,21,68.94,6,55.8,7, 0.27,17.2,,,,,17.9,ｵｰﾌﾟﾝ,11,13,N04
202608090101061109,ＵＨＢ賞,３歳以上,芝,1200,5,9,(地), カンティーユ,牡,8,横山和生, 57 ,25,69.26,13,53.6,9, 0.59,19.4,,,,,11.8,ｵｰﾌﾟﾝ,11,13,N04
202608090101061110,ＵＨＢ賞,３歳以上,芝,1200,5,10,, ナムラクララ,牝,4,浜中俊, 55 ,14,68.91,5,50.7,10, 0.24,22.3,,,,,5.4,ｵｰﾌﾟﾝ,11,13,N04
202608090101061111,ＵＨＢ賞,３歳以上,芝,1200,6,11,, ダンツエラン,牝,4,和田陽希, 55 ,14,69.30,14,16.2,16, 0.63,56.8,,,,,68.7,ｵｰﾌﾟﾝ,11,13,N04
202608090101061112,ＵＨＢ賞,３歳以上,芝,1200,6,12,, サウザンサニー,牡,6,長浜鴻緒, 57 ,22,68.97,7,47.2,11, 0.30,25.8,,,,,21.0,ｵｰﾌﾟﾝ,11,13,N04
202608090101061113,ＵＨＢ賞,３歳以上,芝,1200,7,13,, ルシード,牡,4,北村友一, 57 ,16,68.99,8,70.9,2, 0.32, 2.1,,,,,5.3,ｵｰﾌﾟﾝ,11,13,N04
202608090101061114,ＵＨＢ賞,３歳以上,芝,1200,7,14,, マーブルパレス,牝,3,斎藤新, 53 ,7,69.07,12,70.6,3, 0.40, 2.4,,,,,7.5,ｵｰﾌﾟﾝ,11,13,N04
202608090101061115,ＵＨＢ賞,３歳以上,芝,1200,8,15,(地), ウインアイオライト,牝,6,黛弘人, 55 ,28,69.73,16,29.9,14, 1.06,43.1,,,,,52.3,ｵｰﾌﾟﾝ,11,13,N04
202608090101061116,ＵＨＢ賞,３歳以上,芝,1200,8,16,, ロードフォアエース,牡,5,岩田康誠, 58 ,19,69.00,9,54.5,8, 0.33,18.5,,,,,16.2,ｵｰﾌﾟﾝ,11,13,N04
202608090101061201,石狩特別･1勝,３歳以上,芝,1800,1,1,, マイネルシンベリン,牡,3,斎藤新, 55 ,9,108.34,1,70.1,1,-0.12,-4.6,,,,,6.5,1勝,12,13,004
202608090101061202,石狩特別･1勝,３歳以上,芝,1800,2,2,, ロングミックス,牡,3,横山典弘, 55 ,2,109.16,7,42.7,5, 0.82,27.4,,,,,4.2,1勝,12,13,004
202608090101061203,石狩特別･1勝,３歳以上,芝,1800,3,3,, ゴーゴータカシ,セ,4,吉田隼人, 58 ,24,108.46,2,33.1,7, 0.12,37.0,,,,,5.7,1勝,12,13,004
202608090101061204,石狩特別･1勝,３歳以上,芝,1800,4,4,, グレーヌドジョワ,牡,3,荻野琢真, 55 ,9,108.92,3,38.7,6, 0.58,31.4,,,,,11.2,1勝,12,13,004
202608090101061205,石狩特別･1勝,３歳以上,芝,1800,5,5,, グランセゾン,牝,4,舟山瑠泉, 56 ,12,108.95,4,65.5,2, 0.61, 4.6,,,,,17.3,1勝,12,13,004
202608090101061206,石狩特別･1勝,３歳以上,芝,1800,6,6,, ドーギッド,牝,4,小沢大仁, 56 ,15,109.54,8,31.2,8, 1.20,38.9,,,,,34.7,1勝,12,13,004
202608090101061207,石狩特別･1勝,３歳以上,芝,1800,7,7,, ディーリライズ,牡,3,浜中俊, 55 ,8,109.04,5,55.9,4, 0.70,14.2,,,,,13.5,1勝,12,13,004
202608090101061208,石狩特別･1勝,３歳以上,芝,1800,8,8,, ヴァロアーク,牡,3,北村友一, 55 ,2,109.15,6,62.5,3, 0.81, 7.6,,,,,2.2,1勝,12,13,004
202608090402060101,未勝利*,２歳,芝,2000,1,1,, エクスマキナ,牝,2,石川裕紀, 55 ,1,121.95,3,56.0,7, 0.18,11.3,,,,,13.7,未勝利,1,11,003
202608090402060102,未勝利*,２歳,芝,2000,1,2,, エイシンウルクンデ,牡,2,三浦皇成, 55 ,1,122.57,11,46.1,9, 0.80,21.2,,,,,36.6,未勝利,1,11,003
202608090402060103,未勝利*,２歳,芝,2000,2,3,, セレスタイト,牡,2,杉原誠人, 55 ,1,122.70,12,45.3,10, 0.93,22.0,,,,,64.7,未勝利,1,11,003
202608090402060104,未勝利*,２歳,芝,2000,2,4,, モンサンアミュザン,牝,2,木幡巧也, 55 ,1,123.05,15,40.0,13, 1.28,27.3,,,,,101.9,未勝利,1,11,003
202608090402060105,未勝利*,２歳,芝,2000,3,5,, マイホームパパ,牡,2,江田照男, 55 ,1,122.81,13,39.3,14, 1.04,28.0,,,,,67.3,未勝利,1,11,003
202608090402060106,未勝利*,２歳,芝,2000,3,6,, アオイノリプー,牡,2,田辺裕信, 55 ,1,121.94,2,58.8,6, 0.17, 8.5,,,,,8.7,未勝利,1,11,003
202608090402060107,未勝利*,２歳,芝,2000,4,7,, コスモフラムオット,牡,2,武藤雅, 55 ,1,122.40,9,38.6,15, 0.63,28.7,,,,,83.9,未勝利,1,11,003
202608090402060108,未勝利*,２歳,芝,2000,4,8,, ラガリーガ,牡,2,坂井瑠星, 55 ,1,122.03,4,66.5,2, 0.26, 0.8,,,,,1.8,未勝利,1,11,003
202608090402060109,未勝利*,２歳,芝,2000,5,9,, セイウンオオゾラ,牡,2,大野拓弥, 55 ,1,122.49,10,42.3,12, 0.72,25.0,,,,,41.0,未勝利,1,11,003
202608090402060110,未勝利*,２歳,芝,2000,5,10,, ウィモウェ,牡,2,菱田裕二, 55 ,1,122.15,5,46.7,8, 0.38,20.6,,,,,42.0,未勝利,1,11,003
202608090402060111,未勝利*,２歳,芝,2000,6,11,, シアルナーレ,牡,2,戸崎圭太, 55 ,2,121.77,1,65.6,3,-0.17, 1.7,,,,,7.4,未勝利,1,11,003
202608090402060112,未勝利*,２歳,芝,2000,6,12,, マスターボリューム,牝,2,柴田大知, 55 ,1,122.82,14,43.3,11, 1.05,24.0,,,,,149.6,未勝利,1,11,003
202608090402060113,未勝利*,２歳,芝,2000,7,13,, スーパーユタカ,牡,2,石神深道,53△,1,122.38,8,67.3,1, 0.61,-0.8,,,,,6.5,未勝利,1,11,003
202608090402060114,未勝利*,２歳,芝,2000,7,14,, ツーハーツ,牡,2,岩田望来, 55 ,1,122.23,6,64.7,4, 0.46, 2.6,,,,,12.7,未勝利,1,11,003
202608090402060115,未勝利*,２歳,芝,2000,8,15,, マハロハ,牝,2,吉村誠之, 55 ,1,122.25,7,59.2,5, 0.48, 8.1,,,,,53.2,未勝利,1,11,003
202608090402060116,未勝利*,２歳,芝,2000,8,16,, コスモモノポリー,牝,2,菊沢一樹, 55 ,1,123.64,16,19.2,16, 1.87,48.1,,,,,80.8,未勝利,1,11,003
202608090402060201,新馬,２歳,芝,1200,1,1,, クリガーレ,牡,2,菊沢一樹, 55 ,0,69.92,4,59.7,3, 0.10, 8.8,,,,,17.4,新馬,2,11,A03
202608090402060202,新馬,２歳,芝,1200,2,2,, アーバンアート,牝,2,上里直汰,52▲,0,70.28,10,45.7,6, 0.46,22.8,,,,,84.6,新馬,2,11,A03
202608090402060203,新馬,２歳,芝,1200,3,3,, ルブラッシュノモー,牡,2,石田拓郎,52▲,0,70.24,9,43.3,9, 0.42,25.2,,,,,24.6,新馬,2,11,A03
202608090402060204,新馬,２歳,芝,1200,4,4,, ワイズジュエル,牝,2,三浦皇成, 55 ,0,69.94,5,45.5,8, 0.12,23.0,,,,,4.2,新馬,2,11,A03
202608090402060205,新馬,２歳,芝,1200,5,5,, エスシークザン,牡,2,菱田裕二, 55 ,0,69.82,1,62.2,2,-0.01, 6.3,,,,,3.2,新馬,2,11,A03
202608090402060206,新馬,２歳,芝,1200,6,6,, イスクメル,牡,2,田山旺佑,54☆,0,69.83,2,53.2,5, 0.01,15.3,,,,,4.5,新馬,2,11,A03
202608090402060207,新馬,２歳,芝,1200,6,7,, メジェグレイス,牝,2,江田照男, 55 ,0,69.87,3,45.6,7, 0.05,22.9,,,,,7.5,新馬,2,11,A03
202608090402060208,新馬,２歳,芝,1200,7,8,, ゴータマ,牡,2,原優介, 55 ,0,71.91,11,31.0,11, 2.09,37.5,,,,,26.3,新馬,2,11,A03
202608090402060209,新馬,２歳,芝,1200,7,9,, キンバリー,牡,2,松岡正海, 55 ,0,70.09,7,54.8,4, 0.27,13.7,,,,,22.5,新馬,2,11,A03
202608090402060210,新馬,２歳,芝,1200,8,10,, シジマ,牝,2,岩田望来, 55 ,0,70.01,6,68.5,1, 0.19,-6.3,,,,,8.1,新馬,2,11,A03
202608090402060211,新馬,２歳,芝,1200,8,11,, ドッカイッチャッテ,牝,2,木幡初也, 55 ,0,70.12,8,39.9,10, 0.30,28.6,,,,,27.1,新馬,2,11,A03
202608090402060301,未勝利・牝,３歳,ダ,1200,1,1,, ローズオブジャパン,牝,3,松岡正海, 55 ,4,72.79,4,70.9,3, 0.38,11.3,,,,,9.9,未勝利,3,12,023
202608090402060302,未勝利・牝,３歳,ダ,1200,2,2,, クツワエターナル,牝,3,佐藤翔馬,52▲,0,73.22,14,34.9,10, 0.81,47.3,,,,,128.6,未勝利,3,12,023
202608090402060303,未勝利・牝,３歳,ダ,1200,2,3,, ヨルヴィック,牝,3,吉村誠之, 55 ,4,73.09,11,20.5,13, 0.68,61.7,,,,,12.9,未勝利,3,12,023
202608090402060304,未勝利・牝,３歳,ダ,1200,3,4,, エコロセレナ,牝,3,岩田望来, 55 ,11,72.72,3,82.2,1, 0.31,-1.6,,,,,3.8,未勝利,3,12,023
202608090402060305,未勝利・牝,３歳,ダ,1200,3,5,, プティシラー,牝,3,荻野極, 55 ,3,72.90,5,54.5,8, 0.49,27.7,,,,,19.9,未勝利,3,12,023
202608090402060306,未勝利・牝,３歳,ダ,1200,4,6,, エトワールフィーユ,牝,3,菊沢一樹, 55 ,3,73.33,15,18.5,15, 0.92,63.7,,,,,37.7,未勝利,3,12,023
202608090402060307,未勝利・牝,３歳,ダ,1200,4,7,, ロジザボード,牝,3,戸崎圭太, 55 ,4,72.64,2,64.7,5, 0.23,17.5,,,,,16.0,未勝利,3,12,023
202608090402060308,未勝利・牝,３歳,ダ,1200,5,8,, テリオスレイ,牝,3,坂井瑠星, 55 ,1,73.00,9,58.5,6, 0.59,23.7,,,,,6.7,未勝利,3,12,023
202608090402060309,未勝利・牝,３歳,ダ,1200,5,9,, ビューティドリーム,牝,3,石神深道,53△,0,73.11,12,33.0,12, 0.70,49.2,,,,,104.7,未勝利,3,12,023
202608090402060310,未勝利・牝,３歳,ダ,1200,6,10,, カウガールハット,牝,3,佐々木大, 55 ,2,73.20,13,19.8,14, 0.79,62.4,,,,,103.6,未勝利,3,12,023
202608090402060311,未勝利・牝,３歳,ダ,1200,6,11,, アルペンローゼ,牝,3,田山旺佑,54☆,6,72.95,6,56.1,7, 0.54,26.1,,,,,28.7,未勝利,3,12,023
202608090402060312,未勝利・牝,３歳,ダ,1200,7,12,, ハングローズ,牝,3,上里直汰,52▲,9,72.41,1,80.6,2,-0.23, 1.6,,,,,2.9,未勝利,3,12,023
202608090402060313,未勝利・牝,３歳,ダ,1200,7,13,, キョウエイハル,牝,3,木幡巧也, 55 ,7,73.03,10,53.1,9, 0.62,29.1,,,,,25.4,未勝利,3,12,023
202608090402060314,未勝利・牝,３歳,ダ,1200,8,14,, グランキンバリー,牝,3,野中悠太, 55 ,2,72.99,8,33.2,11, 0.58,49.0,,,,,69.6,未勝利,3,12,023
202608090402060315,未勝利・牝,３歳,ダ,1200,8,15,, セントリアン,牝,3,石田拓郎,52▲,10,72.97,7,68.8,4, 0.56,13.4,,,,,12.6,未勝利,3,12,023
202608090402060401,未勝利,３歳,ダ,1800,1,1,, ダゴベルト,牡,3,杉原誠人, 57 ,3,116.88,10,36.6,10, 2.22,47.7,,,,,101.1,未勝利,4,12,A03
202608090402060402,未勝利,３歳,ダ,1800,2,2,, オセアビシャイン,牡,3,佐々木大, 57 ,2,116.89,11,33.1,12, 2.23,51.2,,,,,55.1,未勝利,4,12,A03
202608090402060403,未勝利,３歳,ダ,1800,2,3,, アデルフィー,牡,3,三浦皇成, 57 ,11,115.02,4,80.0,2, 0.36, 4.3,,,,,7.9,未勝利,4,12,A03
202608090402060404,未勝利,３歳,ダ,1800,3,4,, キセログラフィカ,牡,3,田山旺佑,56☆,9,115.42,5,70.1,5, 0.76,14.2,,,,,9.5,未勝利,4,12,A03
202608090402060405,未勝利,３歳,ダ,1800,3,5,, ヌビアン,牡,3,上里直汰,54▲,2,117.23,12,30.1,13, 2.57,54.2,,,,,35.1,未勝利,4,12,A03
202608090402060406,未勝利,３歳,ダ,1800,4,6,, ユイノスレチガイ,牡,3,石神深道,55△,5,116.18,7,45.2,8, 1.52,39.1,,,,,69.6,未勝利,4,12,A03
202608090402060407,未勝利,３歳,ダ,1800,4,7,, ジュングロワール,牡,3,佐藤翔馬,54▲,2,117.25,13,28.4,14, 2.59,55.9,,,,,107.0,未勝利,4,12,A03
202608090402060408,未勝利,３歳,ダ,1800,5,8,, カシマライフウ,牡,3,松岡正海, 57 ,9,114.96,2,76.6,3, 0.30, 7.7,,,,,13.5,未勝利,4,12,A03
202608090402060409,未勝利,３歳,ダ,1800,5,9,, ハリコミチュウ,牝,3,木幡初也, 55 ,1,118.40,15,15.7,15, 3.74,68.6,,,,,22.8,未勝利,4,12,A03
202608090402060410,未勝利,３歳,ダ,1800,6,10,, モンスターラッシュ,牡,3,石川裕紀, 57 ,3,114.98,3,72.5,4, 0.32,11.8,,,,,2.9,未勝利,4,12,A03
202608090402060411,未勝利,３歳,ダ,1800,6,11,, ラスタリア,牡,3,菊沢一樹, 57 ,3,116.30,8,50.2,6, 1.64,34.1,,,,,10.3,未勝利,4,12,A03
202608090402060412,未勝利,３歳,ダ,1800,7,12,, クリムゾンリーフ,牡,3,坂井瑠星, 57 ,9,114.66,1,84.3,1,-0.30,-4.3,,,,,3.1,未勝利,4,12,A03
202608090402060413,未勝利,３歳,ダ,1800,7,13,, クィーンズウィンク,牝,3,吉村誠之, 55 ,2,116.67,9,44.8,9, 2.01,39.5,,,,,65.9,未勝利,4,12,A03
202608090402060414,未勝利,３歳,ダ,1800,8,14,, レッドリアライズ,牡,3,原優介, 57 ,6,116.16,6,45.5,7, 1.50,38.8,,,,,28.0,未勝利,4,12,A03
202608090402060415,未勝利,３歳,ダ,1800,8,15,, カノープス,牝,3,石田拓郎,52▲,2,117.29,14,36.3,11, 2.63,48.0,,,,,56.8,未勝利,4,12,A03
202608090402060501,１勝ｸﾗｽ,３歳以上,ダ,1200,1,1,(地), ブリングライト,牡,6,木幡巧也, 58 ,24,72.42,12,48.1,10, 0.61,21.8,,,,,15.3,1勝,5,13,A03
202608090402060502,１勝ｸﾗｽ,３歳以上,ダ,1200,2,2,, ベルゼビュート,牡,3,荻野極, 56 ,4,72.06,5,64.7,3, 0.25, 5.2,,,,,4.7,1勝,5,13,A03
202608090402060503,１勝ｸﾗｽ,３歳以上,ダ,1200,2,3,, サトノエスケープ,牡,3,田辺裕信, 56 ,6,72.01,4,59.8,4, 0.20,10.1,,,,,9.8,1勝,5,13,A03
202608090402060504,１勝ｸﾗｽ,３歳以上,ダ,1200,3,4,, エコロバロン,牡,3,石田拓郎,53▲,8,72.29,9,48.6,8, 0.48,21.3,,,,,32.8,1勝,5,13,A03
202608090402060505,１勝ｸﾗｽ,３歳以上,ダ,1200,3,5,, マジンタクシー,牝,3,木幡初也, 54 ,9,72.34,11,36.6,13, 0.53,33.3,,,,,21.8,1勝,5,13,A03
